Timestamp,Channel_0_mV,Channel_1_mV
2025-07-15 15:56:10.864212,-366.9641990299667,-91.18261613909516
2025-07-15 15:56:10.864434,369.6263076866054,116.92587205768143
2025-07-15 15:56:10.864656,-99.14624509513135,365.2621555197974
2025-07-15 15:56:10.864878,327.1071199312298,-179.20993238654972
2025-07-15 15:56:10.865100,-407.8254342706702,-128.67288218822324
2025-07-15 15:56:10.865323,237.15465579606223,-456.085807506426
2025-07-15 15:56:10.865545,-75.50099820346145,-103.9444812137287
2025-07-15 15:56:10.865767,-260.7684362920627,-227.37611435377892
2025-07-15 15:56:10.865989,-387.1043944773738,236.64318528695992
2025-07-15 15:56:10.866211,230.76457803436915,358.128482008796
2025-07-15 15:56:10.866434,-487.9144321482678,-486.5781005572517
2025-07-15 15:56:10.866656,121.7539923748842,-317.30855652281485
2025-07-15 15:56:10.866878,136.11887283158228,397.915321049407
2025-07-15 15:56:10.867100,113.06100916902301,-324.9756780038605
2025-07-15 15:56:10.867323,171.4039382821444,-410.91833603150997
2025-07-15 15:56:10.867545,52.64193883567884,-325.8239772516715
2025-07-15 15:56:10.867767,-250.4189068758469,340.7853585376778
2025-07-15 15:56:10.867989,224.86236370623658,-282.9233630697151
2025-07-15 15:56:10.884212,19.7702652133695,-166.44839784207488
2025-07-15 15:56:10.884447,186.42039466060783,-429.05473206254806
2025-07-15 15:56:10.884682,-375.28016418629204,105.11182702900044
2025-07-15 15:56:10.884917,-35.42718050917091,-247.1532042461968
2025-07-15 15:56:10.885153,239.26713562136672,-456.51887557903405
2025-07-15 15:56:10.885388,-161.05111832037267,294.6899238761465
2025-07-15 15:56:10.885623,-51.191759960636205,438.8566507352348
2025-07-15 15:56:10.885859,-45.69356258057064,-461.7196462746671
2025-07-15 15:56:10.886094,-141.10848740560766,-466.732630673049
2025-07-15 15:56:10.886329,455.59195259727824,-348.10944294136914
2025-07-15 15:56:10.886564,125.96923546899222,-289.599915550816
2025-07-15 15:56:10.886800,-116.37891679469561,-215.84247505432887
2025-07-15 15:56:10.887035,-162.0415790742381,-225.49851713795601
2025-07-15 15:56:10.887270,241.20211493816987,345.233819451816
2025-07-15 15:56:10.887506,390.7873658603439,432.90001701545737
2025-07-15 15:56:10.887741,48.07411384627335,383.9644496071186
2025-07-15 15:56:10.887976,7.3366848339242665,-70.43266243193636
2025-07-15 15:56:10.904212,-164.59643569662927,-236.66208136180887
2025-07-15 15:56:10.904575,-148.69405029676494,-464.760376076499
2025-07-15 15:56:10.904939,274.71706698313767,483.42616731535907
2025-07-15 15:56:10.905302,423.3073871693374,126.74260076354096
2025-07-15 15:56:10.905666,218.71325196640782,269.474385189333
2025-07-15 15:56:10.906030,-455.2906401058392,-304.76465792791464
2025-07-15 15:56:10.906393,30.480016711897406,-128.23146251519825
2025-07-15 15:56:10.906757,-490.2236260110571,-405.8208783177696
2025-07-15 15:56:10.907121,-233.5269807273542,-7.279255841569636
2025-07-15 15:56:10.907484,-293.0241553777703,-180.59837348842922
2025-07-15 15:56:10.907848,-218.5036020459661,256.16293871038556
2025-07-15 15:56:10.924212,-27.052489635763664,-361.3298303632675
2025-07-15 15:56:10.924656,-1.742291525560404,-313.57731318152736
2025-07-15 15:56:10.925100,342.63929437183776,178.75039307509007
2025-07-15 15:56:10.925545,283.0605778663203,180.11622823390644
2025-07-15 15:56:10.925989,321.062929759653,-136.87747724921138
2025-07-15 15:56:10.926434,-403.8495587825962,-63.598017329377626
2025-07-15 15:56:10.926878,494.021106024725,-158.85950193271805
2025-07-15 15:56:10.927323,-460.61600111789846,243.34009049904557
2025-07-15 15:56:10.927767,132.50565714995992,280.15712257118105
2025-07-15 15:56:10.944212,-210.26370105248128,-19.358080264253317
2025-07-15 15:56:10.944545,10.81571027716734,289.3405301939739
2025-07-15 15:56:10.944878,-211.8691584358208,-374.3028391592164
2025-07-15 15:56:10.945211,-102.33107343579462,101.8935677718224
2025-07-15 15:56:10.945545,-117.23812700077553,277.34707493421945
2025-07-15 15:56:10.945878,-437.5445345333422,274.62965547839485
2025-07-15 15:56:10.946211,376.90010693756676,103.40824223324432
2025-07-15 15:56:10.946545,-13.279437542750088,-471.5408634989364
2025-07-15 15:56:10.946878,-4.453606681031545,323.09062390874044
2025-07-15 15:56:10.947211,165.84685619911295,-246.13939070466319
2025-07-15 15:56:10.947545,199.0100836447648,-69.51180890420108
2025-07-15 15:56:10.947878,-296.54285738876433,434.5336265772577
2025-07-15 15:56:10.964212,446.0127933720738,376.8275614069363
2025-07-15 15:56:10.964575,-439.72662399321683,459.04126929293216
2025-07-15 15:56:10.964939,-100.34059241063551,-419.11984446934747
2025-07-15 15:56:10.965302,132.44618072535695,-429.27537763183767
2025-07-15 15:56:10.965666,-236.50025495719575,80.18712289639075
2025-07-15 15:56:10.966030,407.432425340681,-430.3290560925898
2025-07-15 15:56:10.966393,187.4141580981984,-165.6064796172817
2025-07-15 15:56:10.966757,-434.638017536849,38.66628355636169
2025-07-15 15:56:10.967121,-383.5739810088102,402.64614601761537
2025-07-15 15:56:10.967484,364.06926629035877,-451.32047131899924
2025-07-15 15:56:10.967848,119.8516673112706,-447.5920099438222
2025-07-15 15:56:10.984212,214.9164550826864,138.41818446401942
2025-07-15 15:56:10.984545,-177.56737531482634,-38.09139070174871
2025-07-15 15:56:10.984878,439.808889409535,-469.5762065449677
2025-07-15 15:56:10.985211,-39.84817837990573,-329.23471338782076
2025-07-15 15:56:10.985545,275.91607283861265,13.110459968107762
2025-07-15 15:56:10.985878,-310.17837044502903,6.891856570013147
2025-07-15 15:56:10.986211,-319.0502931881938,-482.7938154053629
2025-07-15 15:56:10.986545,389.0416436604228,-448.5985261469251
2025-07-15 15:56:10.986878,-104.39859051945513,-71.55044192630135
2025-07-15 15:56:10.987211,-267.5722205127252,247.28766418864518
2025-07-15 15:56:10.987545,-38.48360925482018,-30.273827564448084
2025-07-15 15:56:10.987878,-231.81067271577018,96.49848582577306
2025-07-15 15:56:11.004212,262.99326044282145,-461.94630227506417
2025-07-15 15:56:11.004447,-239.46878070405586,-250.48822947194583
2025-07-15 15:56:11.004682,169.22696675688337,-257.243549204761
2025-07-15 15:56:11.004917,342.2215661879393,-209.60130732363024
2025-07-15 15:56:11.005153,-152.15472378954587,42.34637195136463
2025-07-15 15:56:11.005388,53.031710071420775,-72.26474598431207
